-1.1993,-2.742,1.3349,0.1153,-1.0337,-2.1122,-1.6309,-1.3195,-2.3073,-3.6037,-2.5658,-0.74945,-4.0992,-0.038408,-2.1561,-1.5926,-1.0775,0.46437,-1.3121,-0.59819,-1.2511,-2.768,-2.7603,-0.85734,-2.0978,-3.2379,-2.5216,-3.2323,-2.4784,-1.931,-3.4799,-3.1701,-1.8675,-2.7109,-3.0844,-2.8841,-3.0595,-0.7591,-0.46685,0.31977,-1.2991,-2.1418,-1.0208,-0.77913,0.011369,-1.2333,-1.4327,-2.8936,0.57937,-2.7324,-0.14904,-0.99388,-4.4271,-4.6129,-3.1318,-0.94363,-3.6057,-2.3999,-1.7365,-2.8536,-3.0336,-3.4719,-0.17439,-0.88511,-0.52227,-0.34152,-2.7789,-1.7437,-1.8533,-1.1186,-1.7979,-2.1229,-2.327,-1.6137,-1.4282,-3.1868,-3.3256,-1.2636,-3.405,-3.7752,-4.4068,-2.633,-1.1748,-2.7538,-3.6481,-3.035,-2.7287,0.56189,-0.89309,-1.5527,-1.3854,-1.8717,-0.60564,-2.206,-0.18046,-2.2058,-2.2063,-2.7082,-2.5002,-3.4333,-2.791,-1.6306,-2.8725,-3.2638,-1.9626,-2.2397,-3.9505,-3.3047,-2.1154,-2.1796,-2.703,-2.8182,-1.952,-1.2667,0.20362,-0.57659,-1.2447,-1.9734,-0.86958,-1.455,-0.44706,-1.5215,-1.2628,-1.8453,-4.5272,-1.4808,-3.0171,-2.1407,-2.3643,-2.1265,-2.9635,-4.2847,-1.6566,-2.5838,-2.2989,-3.4056,-2.4284,-0.56309,-0.64524,-0.58833,-0.80934,-1.0225,-1.9911,-1.5802,-2.7282,0.031931,-2.7871,-2.1933,-2.3459,2.6036,0.91671,-0.63783,-1.8772,-1.8475,-0.61186,-1.3041,1.3418,-4.2667,-0.64534,-1.6543,-0.40272,-3.3839,1.32,-0.37135,-1.1743,-1.3563,0.44421,-0.57354,-0.84068,-1.2541,-0.5607,-1.5551,-0.70012,-0.8828,-1.9143,-0.29293,0.49763,-2.361,-2.1329,-0.7464,-1.4325,-0.49626,-1.9033,0.66747
3.5207,4.268,3.2849,3.5153,4.5463,3.6778,7.4691,4.8805,7.5927,2.4863,3.8242,6.0306,5.1508,3.3616,5.4939,3.2974,4.3225,3.5839,0.31912,0.16691,1.0093,3.2277,4.5101,3.4944,3.1106,3.1453,6.9002,4.3549,3.8513,4.329,3.577,3.7824,4.3746,3.7557,5.1266,6.3435,4.1441,4.8718,3.3038,3.8128,7.2718,5.3432,2.2977,3.7732,3.3338,1.8118,1.7509,5.119,2.9428,5.1287,3.5947,3.9316,5.9355,3.8455,2.9723,3.2805,6.0236,5.7434,3.6812,5.3047,4.7836,6.7053,6.3762,3.7768,3.7573,6.26,5.5915,0.12645,2.8103,2.4305,0.71685,2.183,0.11317,2.2479,1.2108,4.2705,8.7744,1.6453,3.4909,3.3974,3.7948,6.416,2.2593,3.4599,4.1357,5.9303,8.0876,2.9324,3.8552,5.9524,5.3876,10.45,1.5644,0.79397,1.5595,1.4642,4.1337,3.7118,3.8398,2.9967,2.959,5.5994,4.6775,4.7462,3.0474,4.5603,4.2295,5.3353,3.5746,3.9204,3.657,6.5218,5.358,3.9833,4.9536,3.3734,5.9453,1.1649,0.84482,3.0847,2.3758,2.1283,1.0129,3.3,3.5694,5.8526,5.0788,2.2763,3.6633,5.0483,3.9014,6.1156,2.8162,3.5591,4.502,4.9362,7.0627,3.7233,3.5938,4.3417,6.3378,6.663,6.6514,4.6921,3.8428,0.60143,6.2289,7.9511,4.7474,1.9292,1.8698,4.7763,5.6618,3.5517,4.1933,4.4113,4.2118,2.4278,2.8393,5.4878,5.6783,5.8395,4.3296,5.2682,6.3653,3.838,5.9455,4.4265,3.0693,3.9759,5.3793,4.8649,4.0399,5.8172,4.1257,3.7371,4.9276,6.149,4.2971,5.6436,5.9175,3.6337,5.7767,5.8275
-2.2493,-3.232,-4.3751,-3.7947,-2.2037,-1.6122,-4.5009,-2.9295,-0.42729,-3.8937,-1.2258,-0.53945,-5.1992,-3.3384,0.023899,-4.2326,-0.34747,-3.5512,-0.46128,-2.2414,-2.942,-1.8049,-4.8046,-2.7231,-1.895,-2.4547,-4.2476,-5.3672,-2.7056,-1.6219,-1.5762,-3.192,-3.7112,-3.0196,-2.9743,-4.8007,-3.1971,-2.2713,-1.6912,-1.9211,-1.0606,-4.5355,-1.999,-3.093,-2.1194,-3.7197,-2.573,-4.9588,0.037167,-2.5912,-3.2313,-3.193,-2.8043,-3.9934,-3.9703,-3.8161,-1.6892,-4.7086,-1.842,-1.157,-5.5817,-3.7877,-1.267,-0.84061,-3.5,-2.0794,0.30123,-1.9363,-3.2862,-1.2616,-2.8852,-4.3465,-1.8613,-3.2737,-4.7208,-1.5552,-4.5316,-2.2074,-1.9192,-3.0168,-1.9367,-4.3717,-2.893,-2.9925,-1.8252,-5.3451,-5.5809,-3.9501,-1.6199,-1.6055,-0.97524,-1.998,-1.3956,-2.016,-1.8805,-2.4058,-1.2663,-4.3082,-2.0002,-1.8233,-3.031,-2.3906,-3.7425,-1.6638,-2.4226,-3.4797,-4.4105,-5.3247,-2.5854,-3.2896,-3.053,-3.6182,-2.842,0.6433,-2.3164,-2.4966,-3.7947,-0.90701,-1.4878,-1.8379,-3.6983,-1.3024,-1.1936,-2.6368,-3.5009,-3.7135,-3.4795,-0.55202,-1.4102,-4.7211,-4.9772,-3.693,-1.4835,-3.2034,-2.7494,-4.3332,-4.5936,-1.3011,-2.2974,-1.9738,-2.5449,-2.8208,-1.8432,-1.4259,-2.6975,-3.4983,-3.359,-0.26737,-0.74507,-4.002,-4.745,-3.533,-2.3002,-1.1149,-3.895,1.627,-2.4162,-2.0592,-2.9066,-3.4357,-4.1423,-1.3655,-6.9151,-3.8236,-3.6749,-1.4675,-1.8408,-3.1335,-3.4507,-2.5841,-0.9107,-2.1651,-1.1601,-2.6428,-1.6343,-3.9929,-1.7624,0.55905,-0.1329,-4.7864,-2.7925,-0.74626,-2.6633,-2.6525
1.0107,4.418,-0.87507,2.9153,5.3163,2.8078,1.3191,-2.1295,0.86271,-2.9537,5.3842,10.101,0.99077,-1.5084,-0.6061,-0.3026,1.9625,0.62707,-1.8131,0.089808,-1.2608,0.92564,0.30005,3.1493,1.0905,0.92774,2.6008,1.4562,-0.58617,1.6003,0.79873,-0.30366,-1.4506,-0.10002,1.2657,4.1198,-0.59154,4.4269,0.81905,-1.2188,1.5449,-0.55353,-0.30756,-1.6527,0.82077,-1.612,-1.9106,0.43297,5.1542,0.39922,1.307,-0.58988,1.7269,-0.088464,0.70366,0.30757,2.435,3.1091,1.2965,1.2056,0.067414,-0.28565,10.83,1.7847,1.7981,3.2225,-0.31867,-1.3909,0.28562,-1.0096,2.8819,1.4193,1.9311,1.2441,0.33585,1.5752,3.7396,0.3589,0.42031,-0.5663,3.9052,0.21499,-0.55265,-0.82377,-0.24173,0.78755,2.7024,-0.18781,2.8449,1.4029,5.7997,2.0466,-1.0756,-1.366,0.23954,1.6942,1.1137,3.1418,-0.78019,0.57665,0.69905,2.6894,3.3775,-0.73375,0.22741,-0.0097321,0.92952,-0.59475,-0.87545,-0.20955,-0.46302,2.3918,1.998,0.7333,2.2736,0.0034077,7.3353,-0.64321,0.11792,1.1726,-0.29616,-0.97298,-0.41952,0.82837,1.1657,1.4993,2.6637,-0.79542,-1.3234,1.4678,0.01378,2.9949,-1.6235,0.25255,-1.2243,0.94737,1.5713,0.87031,1.5012,5.8785,2.6356,2.6902,1.371,-0.26864,1.2778,-1.6817,0.74087,0.51713,-0.19227,-2.8772,1.74,-2.8467,-0.75369,-0.41137,0.25784,2.4001,2.4493,2.7756,-2.0944,1.098,6.9513,0.26677,1.4832,2.4893,-1.2287,4.4344,11.632,-0.68354,0.23932,1.7959,5.1293,4.2449,1.9399,0.2972,0.79571,3.2571,7.5876,0.98905,4.7071,3.6536,1.8875,1.9837,-0.51329,1.4875
-1.5193,0.19802,-2.3451,-0.9147,-0.87369,1.5478,-3.3709,-2.4195,-2.5473,-1.8637,-2.1458,-6.9394,3.1608,-1.8584,-2.1961,-3.2726,1.0925,-4.0383,-5.1995,-2.7514,-2.4156,-2.4922,-5.0704,-2.9162,-1.9597,-1.3737,-1.4459,-3.933,-2.6982,-2.0753,-2.0012,-2.5833,-1.8867,-1.8885,-1.5684,-0.073337,2.336,-2.1553,0.065654,-2.4901,-3.0023,0.30627,-2.8547,-4.066,-4.5542,-3.944,-3.3672,-1.4868,0.90767,-1.7967,-0.79934,-1.9121,-1.7413,-2.9059,-3.4246,-3.5476,-2.0694,-1.5371,-2.1357,-2.6513,0.83071,0.062146,-5.7276,0.57099,-1.7741,-1.6796,-1.3968,-0.44235,-3.8705,-1.8351,-2.8048,-2.7289,0.25867,-0.82081,-2.8485,-1.8084,-2.3716,-2.8366,-1.8125,-3.9272,-2.8811,-1.5143,0.13005,-2.1758,-1.7166,-0.98895,-0.81225,-1.7581,-1.1484,-1.6477,-1.9441,-0.17763,-2.4956,-2.566,-2.7305,-3.1058,-4.0763,-3.3082,-1.5502,-2.0233,-2.331,-2.6006,-2.2325,-1.6738,-3.0626,-3.1497,-2.8305,0.51525,-1.3854,-2.2296,-1.063,-1.6182,-1.602,0.9033,-1.7964,-3.0966,-1.8747,-2.3211,-1.556,-1.7642,-3.0581,-3.9854,-1.8565,-1.353,-1.7339,-2.4575,-4.4209,-2.9593,-2.3968,-3.1201,-2.1816,-2.8034,-1.0234,-1.9376,-2.1606,-0.79583,-1.2127,1.0653,-1.2986,-2.1065,-4.9628,-1.0042,-2.046,-1.323,2.4412,-5.029,-0.14593,-2.3717,-3.773,-2.5596,-0.19319,-1.8519,-4.4545,-2.2084,-1.8625,2.0817,-1.6994,3.3492,-1.143,-1.6345,-1.2261,-3.2295,-1.5148,-1.4839,-3.8334,-1.7533,-6.5159,-1.9435,-1.9007,-0.65406,-4.2107,-2.3451,1.7899,-1.6028,-0.77429,-0.49293,-5.7224,-1.501,-2.7429,-1.7364,-1.8125,2.6537,-1.7833,-1.3725
1.7707,4.748,3.4149,0.1353,3.7463,3.7078,1.4591,-1.0295,0.79271,0.75632,1.4542,-2.1294,0.37077,1.5816,-0.7361,0.6274,-0.07747,-3.0183,-2.3438,-2.0563,-2.9975,-2.4988,-1.5696,-2.0661,-0.10061,-0.38336,-1.2115,-0.54389,0.29943,0.13935,0.47033,-0.90516,-1.1537,0.19258,0.64724,1.9209,4.947,1.7245,1.3789,1.3562,1.6448,1.0916,-3.1458,-2.5775,1.9331,-1.1526,-3.2593,-0.56223,1.5207,-0.47128,-0.33684,-1.5744,1.2517,0.52864,-0.88764,-0.25253,-0.60278,-0.81969,2.087,2.3395,-0.87809,-4.4913,0.058909,1.4078,3.4981,2.2628,-0.50847,-2.9949,-2.618,0.32571,-3.3609,-1.0604,-1.0524,-1.6823,0.20455,-0.73564,-0.92053,-1.006,-0.47159,-0.0094951,0.3539,-0.27171,-1.1578,0.80433,1.1707,2.0722,0.66995,2.3968,1.1988,1.9044,1.5122,-0.61123,-4.2056,-3.376,-0.82046,-0.32585,-2.9263,-0.68821,0.36981,-0.95335,0.30905,-0.9606,-2.7225,0.65625,0.45741,1.0603,-0.73048,-2.9147,0.21455,1.5704,1.067,2.5718,0.058006,1.5633,1.6136,2.0034,0.39525,-1.1094,-0.69278,-1.3116,-2.9456,-4.6739,-1.3008,-0.013733,0.54772,-0.46736,-1.0079,0.68728,0.07651,-0.76001,0.93578,-2.6525,2.2126,0.28185,-0.57985,-0.011834,0.7036,2.1445,2.4123,2.6715,0.66836,-0.36867,-1.3938,1.3774,-1.2908,-0.13667,-0.17143,-0.79527,1.6357,3.1904,4.5715,6.6221,5.3742,1.1132,0.43614,-0.36596,0.15723,1.8681,1.8707,2.029,0.61878,0.96077,-1.5983,4.7798,-1.6094,1.7433,-1.1579,1.6365,1.8893,1.7959,0.1593,1.9049,0.91988,0.7272,0.36571,3.8471,0.78763,-0.91095,1.5571,2.4336,2.0075,0.71374,1.0567,0.16747
0.07067,0.68802,4.0449,-0.3847,-0.60369,2.3378,1.1791,1.5305,3.7127,-1.5837,1.3042,0.31055,2.1208,0.56159,1.6939,-2.1226,2.4725,3.3177,1.9193,2.9523,2.779,3.5077,-2.6925,-1.7936,2.4155,0.20284,2.9019,-0.79229,-0.15837,1.3607,2.7277,1.8435,-1.3207,0.77078,0.097243,2.402,2.1345,2.1942,2.2689,0.80817,1.1443,0.58427,3.6784,6.147,1.7234,0.7694,3.7338,-0.17793,4.8609,2.3727,2.7002,-2.7605,0.60406,1.5761,-0.58994,2.5396,1.3714,1.0115,0.72637,0.99961,1.4829,-2.6035,0.085109,3.0273,2.6157,1.2232,0.22433,2.8392,1.6864,2.8961,3.5127,2.2446,0.42987,0.99589,1.3451,1.9727,0.70127,-0.2224,1.4744,0.9532,1.3085,1.8501,0.75505,-0.79807,0.97577,0.075746,-0.12535,2.2661,1.9414,1.5277,3.2944,0.45537,4.8144,2.934,1.9995,3.9042,0.53375,-1.1982,1.8698,1.9967,2.629,1.7894,-0.31254,0.38625,1.9574,1.1303,-2.6005,-1.4147,-0.065446,0.54045,-0.023021,2.9618,0.93801,0.2633,1.7036,3.4334,0.55525,2.0727,2.8966,2.3939,1.8424,4.3329,1.974,1.7409,1.1282,1.8787,-0.43411,1.1169,1.77,0.12539,0.27408,-4.0326,-0.14289,-0.78745,0.93105,0.59517,0.9279,0.46761,1.7663,3.6171,1.8755,0.58573,-0.33458,1.755,-0.09683,4.1357,1.3879,4.6583,0.73123,3.6325,5.5921,-1.6394,-0.91899,-0.51177,0.25444,2.6459,-1.2129,2.5706,0.054661,0.59102,-0.073317,-1.3427,4.5438,1.0971,0.38783,3.9498,-0.62179,1.6565,1.2593,3.3059,1.3293,1.3749,2.1399,-0.3828,2.0057,5.1271,0.65763,2.499,2.5471,-0.1864,2.0975,2.1837,-0.77329,0.14747
0.26067,2.518,-0.11507,1.7253,0.53631,1.3578,0.30906,3.5305,2.1727,1.3863,2.4642,2.3306,5.2008,0.031592,0.5339,2.7774,-0.35747,2.2965,1.709,1.101,-1.0787,3.1089,0.72785,0.57946,1.2576,0.84944,4.7676,-0.80089,1.658,0.63965,2.507,2.6405,1.5001,0.43518,1.9264,6.236,3.4069,0.9232,-0.40685,0.10587,3.1129,2.7118,-0.43226,-0.53773,0.76437,0.6351,2.4575,0.46347,0.77627,0.95462,3.5421,1.8387,0.84636,3.1351,1.2798,1.7467,-0.38498,3.7578,2.7776,0.48821,2.4995,1.3905,0.50211,0.98609,0.032128,1.1162,2.1998,0.023054,1.3788,1.9642,2.6072,0.80079,2.1394,2.1193,3.1575,1.4883,3.6208,1.6097,0.98791,1.5755,1.3535,2.013,2.5103,1.5599,0.16487,2.1459,4.1557,0.0087921,0.33871,1.0989,1.8047,0.67617,2.9044,1.054,0.73954,0.98415,0.23375,1.6818,-0.060193,2.2067,2.169,3.5794,1.5975,1.4262,1.4474,0.13027,0.87952,1.7053,1.4446,0.63045,1.767,3.6918,1.168,-0.036696,0.99362,0.64341,0.61525,1.5494,-0.55078,1.3879,2.1744,2.3655,2.0455,0.28327,1.9496,2.002,2.4511,0.70318,1.4004,0.82639,3.3486,0.27165,0.16221,0.30445,1.2388,3.2484,3.5872,-0.030386,1.5222,1.583,-0.085339,0.87083,3.8169,0.56086,2.393,-1.814,0.98947,0.090335,2.5915,1.0499,-0.088486,0.83427,-1.2585,1.7347,1.3163,-0.50806,0.25933,1.8334,0.25246,0.23192,-1.2283,1.7977,2.5857,-0.70385,2.1251,2.4515,0.50161,1.2365,1.5393,1.1559,0.4593,1.5649,-0.46012,0.3472,1.6057,0.50707,-0.12237,1.439,3.0271,-0.4464,-0.34249,-0.45626,0.016711,0.79747
1.3307,1.578,0.87493,-0.3247,1.9763,1.4378,0.44906,3.9505,6.2527,4.7563,2.9242,-0.70945,1.6208,-1.5884,1.2939,-0.2826,-0.73747,-0.16243,0.14812,1.2208,2.1821,1.2419,1.4338,2.0922,2.2187,4.4061,4.8201,-1.4604,1.398,3.282,4.4603,5.3826,0.96447,1.9198,4.1692,5.7292,-0.48104,0.2593,-0.18285,2.7539,2.965,-0.88983,3.4839,0.46247,1.7612,0.4969,0.22679,8.0892,3.3822,3.4321,3.6194,1.9348,5.0416,7.5187,3.5477,2.9016,-0.47988,5.6035,2.2664,3.5103,1.9779,0.59175,0.81781,0.60619,1.3199,-0.71092,1.1617,2.5843,2.011,1.6492,3.0531,2.2401,1.6556,2.1184,2.2557,2.0828,6.1328,-0.5626,3.6757,1.8048,6.2452,2.7201,0.62555,1.5349,2.0509,2.644,4.6119,-0.078908,-0.51359,1.1422,1.8084,6.0613,1.3344,3.744,2.1595,1.3242,0.81375,2.1518,2.6398,3.9267,1.829,0.7794,-1.0525,2.4862,2.6574,2.7403,2.5295,1.7053,0.17455,1.4004,2.937,4.6418,-0.46199,0.7833,-0.33638,0.21341,0.95525,0.58319,1.9736,1.9203,3.0276,1.277,1.2051,3.8173,4.0552,2.3652,0.16869,1.1636,2.5197,1.481,1.4996,2.6875,2.4398,2.0268,0.48755,2.2221,2.7497,-0.12539,0.21816,0.47347,2.1045,0.41003,4.9822,4.4831,2.8434,-0.43607,0.59897,5.5144,1.6835,1.329,1.0541,0.75687,0.078913,0.96993,-0.61906,-1.2627,0.92143,-0.29931,1.4293,0.54062,0.15478,2.2655,6.4963,4.1202,-0.80047,0.84738,-0.55739,1.5965,1.6393,0.95594,0.2193,1.6949,-0.82012,0.5272,0.85571,1.0771,0.29763,0.079048,2.0571,1.2136,0.077515,-0.99626,-0.68329,2.2975
-2.1493,5.928,2.8249,-1.6347,-2.8337,-2.0822,-2.0709,-2.1095,-4.2873,-0.75368,-3.1858,3.5206,-3.3492,0.22159,1.9939,-1.9526,-0.71747,-2.2111,1.4726,-1.5636,-2.2388,-2.3985,-1.6507,-5.2212,-0.64541,-2.8871,-1.9884,-2.991,-2.2227,-0.87845,-1.9984,-2.3938,-3.6947,-0.37052,0.60944,-3.2796,-3.4827,-0.6719,0.55515,-0.11423,-1.7748,1.3785,-0.19896,-2.8605,2.394,-2.8069,-1.6257,-1.9454,-3.2496,-1.6843,-2.8276,-2.266,-1.5832,-4.3831,-2.3534,-1.3652,-2.0376,-4.8645,3.8998,-0.92989,-3.5705,-1.5409,1.3601,-0.79751,0.35133,-2.3305,-0.20177,0.24675,-1.7462,-0.88589,-2.5544,-3.2736,-0.042726,-0.78631,-0.060954,1.2285,-3.9839,0.3047,-1.4554,-1.2834,-4.4085,-3.6444,-1.444,-1.8152,-1.9592,-1.9201,-1.9987,1.9274,0.69141,-1.2586,-3.8175,-6.0989,-2.1856,0.0039732,-1.9105,-0.95585,-1.7863,-2.0582,-0.71019,0.61665,-2.931,-2.6606,-0.97254,-1.3238,-1.3526,-2.6597,-2.3705,-1.4047,-1.3954,-2.6496,-1.783,1.7018,3.268,-0.7867,1.2836,-0.22659,-1.9347,-0.61041,-0.52248,-1.6443,-2.8001,-1.5684,-0.12882,-0.89623,-0.90688,-1.8144,-3.115,-0.080821,-1.4706,-0.59491,-2.9475,-5.3124,-0.50329,-0.48095,-1.4033,-3.0357,-0.7331,1.181,-1.1828,0.58117,-2.888,-2.0466,-4.2555,-2.0316,17.482,4.5891,1.9504,-5.2375,2.1315,2.5644,1.6066,3.3707,-1.8545,-1.7707,-0.88766,-0.06376,-2.3754,-3.096,-1.561,-2.0783,-3.3625,-0.74863,-2.3641,-0.83795,-1.0265,-2.9373,3.1386,-0.46354,-0.50068,-0.48406,0.7993,-3.2951,0.47988,0.097202,-1.4043,0.77707,2.3476,-1.781,-3.3529,-3.1764,-0.89249,0.82374,0.54671,-0.61253
