implementation,factor,MC
R,1,0.571608376825177
R,2,0.9971120736896637
R,3,0.9934723916899502
R,4,0.9929383574459445
R,1,0.35520114306152206
R,2,0.9975540907006657
R,3,0.9963901653381281
R,4,0.9943501880644141
R,1,0.8120212627747796
R,2,0.9967037898022555
R,3,0.9968504380172853
R,4,0.9927433276254634
R,1,0.8592966601297614
R,2,0.997679898877527
R,3,0.997152756214226
R,4,0.9948311183697276
R,1,0.870490481652682
R,2,0.9982783169483834
R,3,0.9965335464071404
R,4,0.9936169082720478
R,1,0.8152882318617218
R,2,0.9977778953060544
R,3,0.996788271844069
R,4,0.9941411933335483
R,1,0.7535245672290782
R,2,0.9975888726561584
R,3,0.9961950126149791
R,4,0.992971039505434
R,1,0.8822642522337153
R,2,0.9976752531017031
R,3,0.9967947118009639
R,4,0.9948358716823594
R,1,0.8730824653279632
R,2,0.99836064658914
R,3,0.9955776881395993
R,4,0.9914423254848849
R,1,0.9695595871227867
R,2,0.9977519004315761
R,3,0.9949432673385066
R,4,0.9871639742726114
R,1,0.8194329187926993
R,2,0.9978564298908854
R,3,0.996496853897025
R,4,0.9911712382538116
R,1,0.9217440735616242
R,2,0.9983766503432192
R,3,0.9956301087259324
R,4,0.9952166208175489
R,1,0.9518548152646726
R,2,0.9974008560208271
R,3,0.9967008556422143
R,4,0.9931788341713301
R,1,0.9463001068652689
R,2,0.9979746558225607
R,3,0.9971072492170939
R,4,0.9928803273230513
R,1,0.9108345173334546
R,2,0.9985160919895846
R,3,0.9963308092693908
R,4,0.9956425556984393
R,1,0.9114728333008714
R,2,0.9967180480985487
R,3,0.9959791190618084
R,4,0.9957186999533544
R,1,0.5965580070660993
R,2,0.9975288472868303
R,3,0.9955606262642713
R,4,0.9932927390832181
R,1,0.9645858166183146
R,2,0.9978514212488419
R,3,0.9965315713561641
R,4,0.9921026474431139
R,1,0.9101687589082601
R,2,0.9970493766308703
R,3,0.9971272557591491
R,4,0.9916247841862483
R,1,0.375016460993424
R,2,0.9985203561556979
R,3,0.9966660156530666
R,4,0.9959299606190186
R,1,0.40466571063322726
R,2,0.9981816850283004
R,3,0.9960780263897364
R,4,0.9935968657242154
R,1,0.9123400098816702
R,2,0.9974317590930099
R,3,0.9959775021490627
R,4,0.9909256426592283
R,1,0.7594776476343099
R,2,0.9977285617794941
R,3,0.9969622555964012
R,4,0.992510994822045
R,1,0.37479744464035697
R,2,0.9968685383546764
R,3,0.9944502999034754
R,4,0.993484420718553
R,1,0.7778156968204726
R,2,0.9978967637550216
R,3,0.995751273567507
R,4,0.988820073114682
R,1,0.809479120486436
R,2,0.997570206240458
R,3,0.9952253049712785
R,4,0.9941875342135381
R,1,0.6159188341393175
R,2,0.9979966003605418
R,3,0.9959000127886322
R,4,0.9942514945729819
R,1,0.9690974313537598
R,2,0.9974065874232724
R,3,0.9957363550895147
R,4,0.9946564540297049
R,1,0.9713530896832435
R,2,0.9981480012948086
R,3,0.9957080612723106
R,4,0.9875919661918908
R,1,0.7098367959481735
R,2,0.9976550075575722
R,3,0.9953095353178315
R,4,0.9939026564534735
R,1,0.767352827018964
R,2,0.9958156158820882
R,3,0.9931158982252469
R,4,0.9911451006948744
R,1,0.9221742221555993
R,2,0.9975181254714346
R,3,0.9963220866273789
R,4,0.9953809016981571
R,1,0.8624363125395066
R,2,0.9975747364685967
R,3,0.9954254134273952
R,4,0.9942773597900706
R,1,0.936479869973928
R,2,0.9973362865077208
R,3,0.9958201706586429
R,4,0.9932014857192322
R,1,0.7822197003960502
R,2,0.9977864905466589
R,3,0.9958048625253807
R,4,0.9921688469968317
R,1,0.7279964342738527
R,2,0.9962778993491073
R,3,0.995611709858022
R,4,0.9952230411836475
R,1,0.4082721761508747
R,2,0.9969161817904137
R,3,0.9951301288535912
R,4,0.9905042397315342
R,1,0.6815928311103383
R,2,0.9978081546596261
R,3,0.9947641257108103
R,4,0.9888972958689047
R,1,0.8080729057664183
R,2,0.9979089792654285
R,3,0.9965031132257103
R,4,0.9953914542326254
R,1,0.8961693313340978
R,2,0.9979460770831616
R,3,0.9958968767003301
R,4,0.99294173459295
R,1,0.8053596248759615
R,2,0.9976729822784195
R,3,0.995937727302159
R,4,0.9957039122838952
R,1,0.8760584071491928
R,2,0.9973658380257127
R,3,0.9979005574840352
R,4,0.9936086591757108
R,1,0.3316136047809201
R,2,0.9978057297053105
R,3,0.9954693573403256
R,4,0.992491133960212
R,1,0.8143687197919856
R,2,0.9971107674223941
R,3,0.9964158079374611
R,4,0.9938182813994768
R,1,0.8629143085726039
R,2,0.997150421092653
R,3,0.9967798427928574
R,4,0.9937917992046124
R,1,0.922955810536596
R,2,0.9974975582093422
R,3,0.9965929011084796
R,4,0.9937316841983072
R,1,0.9031598136518382
R,2,0.9986540641255202
R,3,0.995184056613579
R,4,0.9953783942521126
R,1,0.7438176537190401
R,2,0.9978804456432506
R,3,0.9952683358187028
R,4,0.9935067185214423
R,1,0.7756434146778501
R,2,0.9976769685504381
R,3,0.9944501389731744
R,4,0.9901588528324609
R,1,0.9703639386431885
R,2,0.9969343892739081
R,3,0.9940894600453701
R,4,0.9930900258974257
R,1,0.9429003876317938
R,2,0.9978058586687917
R,3,0.9945573878521384
R,4,0.9920791237020783
R,1,0.7416491955739037
R,2,0.9973197091606513
R,3,0.9957985855827138
R,4,0.9917507173403711
R,1,0.8354722885822236
R,2,0.997188474916702
R,3,0.9961208223696743
R,4,0.9942757221222852
R,1,0.8612983430182551
R,2,0.9976689497302866
R,3,0.9962643439481546
R,4,0.9923105913858228
R,1,0.8380222675211295
R,2,0.9979808019161658
R,3,0.9966855334595764
R,4,0.9939811801702502
R,1,0.8407182876379916
R,2,0.9980887944015336
R,3,0.9952207165341895
R,4,0.99454327733519865
R,1,0.7993614095581525
R,2,0.9974661880777781
R,3,0.9955736780165187
R,4,0.9936314412376009
R,1,0.6478909685572158
R,2,0.9972559580101819
R,3,0.99574400431833
R,4,0.9924372557305446
R,1,0.8681483774738393
R,2,0.9982653871470565
R,3,0.9949299147748099
R,4,0.9918276195790988
R,1,0.8033327337908058
R,2,0.9980846654000889
R,3,0.9962674242220525
R,4,0.9961663818752453
R,1,0.7444085088998633
R,2,0.9972186305521882
R,3,0.9952299965103092
R,4,0.9955202073378052
R,1,0.8588711165311891
R,2,0.9980989063691655
R,3,0.995177030694448
R,4,0.9937933886705673
R,1,0.7000251534481866
R,2,0.9967039058786518
R,3,0.9976843219486261
R,4,0.9931864188683849
R,1,0.7180568522675486
R,2,0.9977328521354139
R,3,0.9961580996857234
R,4,0.9948119255179375
R,1,0.9001293694612091
R,2,0.9973765940325123
R,3,0.9955247298526626
R,4,0.9893312871060909
R,1,0.6459132375604476
R,2,0.997327451054165
R,3,0.9969723012558918
R,4,0.9937761565546023
R,1,0.8237419863094123
R,2,0.9979457808523218
R,3,0.9964196856045815
R,4,0.9926215644172173
R,1,0.810351281283129
R,2,0.9981538509575575
R,3,0.9961785380133548
R,4,0.9939381239477838
R,1,0.7620554764631645
R,2,0.998333646815103
R,3,0.9946257927547504
R,4,0.9932956798931317
R,1,0.9002843010612107
R,2,0.9975792211763272
R,3,0.9961016775439782
R,4,0.9915014112982531
R,1,0.34359621667019186
R,2,0.9976280313480546
R,3,0.9951584199017935
R,4,0.9904434613056267
R,1,0.7503251922956259
R,2,0.9978845942334129
R,3,0.996581337065515
R,4,0.9943383970172872
R,1,0.8614338450760753
R,2,0.9980774485338075
R,3,0.9955531420356893
R,4,0.9928797685786236
R,1,0.973061581629856
R,2,0.9976156452217263
R,3,0.9962213420049815
R,4,0.9918196462427333
R,1,0.9568953587546694
R,2,0.9974178830872973
R,3,0.9965363249040017
R,4,0.9942704409035842
R,1,0.8666345955098598
R,2,0.9976541109642985
R,3,0.9948679516906327
R,4,0.9949601367287143
R,1,0.9050999021429574
R,2,0.9977941129085119
R,3,0.9959008217689035
R,4,0.99223607675349
R,1,0.7658915750617991
R,2,0.9965538904773397
R,3,0.9956934671352229
R,4,0.9950844557341516
R,1,0.897033670342756
R,2,0.9981799598280052
R,3,0.996451910851459
R,4,0.9936854225124501
R,1,0.8176616238997148
R,2,0.997451771970095
R,3,0.9964534979678686
R,4,0.9941332294703583
R,1,0.9000315979404996
R,2,0.9980330339398655
R,3,0.9965843799477856
R,4,0.9926348287871883
R,1,0.8477232943972627
R,2,0.9971084531066087
R,3,0.9959349462675168
R,4,0.9949054453718822
R,1,0.7456227307957866
R,2,0.9974448743212647
R,3,0.995109123052451
R,4,0.9920562516031753
